simulation,subject,group_id,question_count,question_start,question_end,shared_context,source_file,source_exam,pages,question_ids
simulacro-1,Inglés,EXT-english2019e2-01-03,3,1,3,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p013.jpg,english2019e2:01 | english2019e2:02 | english2019e2:03
simulacro-1,Inglés,EXT-english2019e2-04-06,3,4,6,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p014.jpg,english2019e2:04 | english2019e2:05 | english2019e2:06
simulacro-1,Inglés,EXT-english2019e2-07-09,3,7,9,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p015.jpg,english2019e2:07 | english2019e2:08 | english2019e2:09
simulacro-1,Inglés,EXT-english2019e2-10-14,5,10,14,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p016.jpg,english2019e2:10 | english2019e2:11 | english2019e2:12 | english2019e2:13 | english2019e2:14
simulacro-1,Inglés,EXT-english2019e2-15-19,5,15,19,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p017.jpg,english2019e2:15 | english2019e2:16 | english2019e2:17 | english2019e2:18 | english2019e2:19
simulacro-1,Inglés,EXT-english2019e2-20-21,1,20,20,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p018.jpg,english2019e2:20
simulacro-2,Inglés,EXT-english2019e2-22-25,4,22,25,True,cuadernillo-de-preguntas-ingles-saber-11-2019.pdf,Examen 2,assets/pages/expanded/english2019e2/p019.jpg,english2019e2:22 | english2019e2:23 | english2019e2:24 | english2019e2:25
simulacro-1,Inglés,ENG-2020-ANIMALS-01-05,5,1,5,True,Cuadernillo-Ingles-11-1.pdf,Cuadernillo 1 · 2020,assets/additional/english_2020_animals_q1_5.jpg,english2020:manual:01 | english2020:manual:02 | english2020:manual:03 | english2020:manual:04 | english2020:manual:05
simulacro-1,Inglés,ENG-2020-SMILING-15-19,5,15,19,True,Cuadernillo-Ingles-11-1.pdf,Cuadernillo 1 · 2020,assets/additional/english_2020_smiling_q15_19.jpg,english2020:manual:15 | english2020:manual:16 | english2020:manual:17 | english2020:manual:18 | english2020:manual:19
simulacro-2,Inglés,ING-english2021-01-05,5,1,5,True,Cuadernillo-Ingles-11-2021.pdf,Cuadernillo 1 · 2021,assets/pages/english2021/p-2.jpg,english2021:01 | english2021:02 | english2021:03 | english2021:04 | english2021:05
simulacro-2,Inglés,ING-english2021-06-08,3,6,8,True,Cuadernillo-Ingles-11-2021.pdf,Cuadernillo 1 · 2021,assets/pages/english2021/p-3.jpg,english2021:06 | english2021:07 | english2021:08
simulacro-2,Inglés,ING-english2021-09-14,6,9,14,True,Cuadernillo-Ingles-11-2021.pdf,Cuadernillo 1 · 2021,assets/pages/english2021/p-4.jpg,english2021:09 | english2021:10 | english2021:11 | english2021:12 | english2021:13 | english2021:14
simulacro-2,Inglés,ING-english2021-15-19,5,15,19,True,Cuadernillo-Ingles-11-2021.pdf,Cuadernillo 1 · 2021,assets/pages/english2021/p-5.jpg,english2021:15 | english2021:16 | english2021:17 | english2021:18 | english2021:19
simulacro-2,Inglés,ING-english2021-20-25,6,20,25,True,Cuadernillo-Ingles-11-2021.pdf,Cuadernillo 1 · 2021,assets/pages/english2021/p-6.jpg,english2021:20 | english2021:21 | english2021:22 | english2021:23 | english2021:24 | english2021:25
simulacro-2,Inglés,ING-english2022-01-05,5,1,5,True,Cuadernillo-Ingles-11-2022.pdf,Cuadernillo 1 · 2022,assets/pages/english2022/p-2.jpg,english2022:01 | english2022:02 | english2022:03 | english2022:04 | english2022:05
simulacro-2,Inglés,ING-english2022-06-08,3,6,8,True,Cuadernillo-Ingles-11-2022.pdf,Cuadernillo 1 · 2022,assets/pages/english2022/p-3.jpg,english2022:06 | english2022:07 | english2022:08
simulacro-2,Inglés,ING-english2022-09-14,6,9,14,True,Cuadernillo-Ingles-11-2022.pdf,Cuadernillo 1 · 2022,assets/pages/english2022/p-4.jpg,english2022:09 | english2022:10 | english2022:11 | english2022:12 | english2022:13 | english2022:14
simulacro-2,Inglés,ING-english2022-15-19,5,15,19,True,Cuadernillo-Ingles-11-2022.pdf,Cuadernillo 1 · 2022,assets/pages/english2022/p-5.jpg,english2022:15 | english2022:16 | english2022:17 | english2022:18 | english2022:19
simulacro-2,Inglés,ING-english2022-20-25,6,20,25,True,Cuadernillo-Ingles-11-2022.pdf,Cuadernillo 1 · 2022,assets/pages/english2022/p-6.jpg,english2022:20 | english2022:21 | english2022:22 | english2022:23 | english2022:24 | english2022:25
simulacro-2,Inglés,ING-english2020-06,1,6,6,False,Cuadernillo-Ingles-11-1.pdf,Cuadernillo 1 · 2020,assets/pages/english2020/p-3.jpg,english2020:manual:06
